otu	statistic	p.value	method	alternative	-1	0	p.value.adj
Porphyromonadaceae (OTU 52)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.04782048924038992	0	0.5592769883565297
Alistipes (OTU 53)	15	0.0625	Wilcoxon signed rank test	two.sided	0.02063638035681442	0	0.5592769883565297
Ruminococcaceae (OTU 55)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.0014346146772116976	0	0.5592769883565297
Alistipes (OTU 57)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.00375206915578444	0	0.5592769883565297
Betaproteobacteria (OTU 58)	1	0.125	Wilcoxon signed rank test	two.sided	0.0019496045613389737	0.035791796946845686	0.5592769883565297
Clostridium (OTU 61)	15	0.0625	Wilcoxon signed rank test	two.sided	0.0030531543130402797	0	0.5592769883565297
Ruminococcaceae (OTU 63)	15	0.0625	Wilcoxon signed rank test	two.sided	0.001029979768254552	3.678499172337686e-5	0.5592769883565297
Ruminococcaceae (OTU 66)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.0016553246275519589	0	0.5592769883565297
Lachnospiraceae (OTU 67)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0013978296854883208	0	0.5592769883565297
Lachnospiraceae (OTU 68)	15	0.0625	Wilcoxon signed rank test	two.sided	0.0022438844951259886	0	0.5592769883565297
Acetatifactor (OTU 70)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.0017656796027220895	0	0.5592769883565297
Lachnospiraceae (OTU 73)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0019496045613389737	0	0.5592769883565297
Lachnospiraceae (OTU 76)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	8.092698179142909e-4	0	0.5592769883565297
Oscillibacter (OTU 77)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	5.885598675740298e-4	0	0.5592769883565297
Lachnospiraceae (OTU 78)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	3.3106492551039174e-4	1.103549751701306e-4	0.5592769883565297
Lachnospiraceae (OTU 79)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.001324259702041567	0	0.5592769883565297
Ruminococcaceae (OTU 80)	15	0.0625	Wilcoxon signed rank test	two.sided	0.0022438844951259886	0	0.5592769883565297
Porphyromonadaceae (OTU 81)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.017546441052050762	0	0.5592769883565297
Ruminococcaceae (OTU 84)	15	0.0625	Wilcoxon signed rank test	two.sided	0.00246459444546625	0	0.5592769883565297
Clostridia (OTU 86)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0013978296854883208	0	0.5592769883565297
Porphyromonadaceae (OTU 87)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.009564097848077983	3.678499172337686e-5	0.5592769883565297
Lachnospiraceae (OTU 89)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	8.460548096376678e-4	0	0.5592769883565297
Pseudoflavonifractor (OTU 95)	15	0.0625	Wilcoxon signed rank test	two.sided	0.0025381644289130035	0	0.5592769883565297
Lachnospiraceae (OTU 97)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	4.0463490895714546e-4	0	0.5592769883565297
Lachnospiraceae (OTU 98)	6	0.14891467317876567	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.5592769883565297
Alistipes (OTU 100)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.002354239470296119	0	0.5592769883565297
Prevotellaceae (OTU 101)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0949052786463123	0	0.5592769883565297
Porphyromonadaceae (OTU 102)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.003200294279933787	0	0.5592769883565297
Lachnospiraceae (OTU 104)	15	0.0625	Wilcoxon signed rank test	two.sided	0.001618539635828582	0	0.5592769883565297
Lachnospiraceae (OTU 107)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	4.782048924038992e-4	0	0.5592769883565297
Lachnospiraceae (OTU 108)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	2.57494942063638e-4	0	0.5592769883565297
Lachnospiraceae (OTU 109)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	7.724848261909141e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 112)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	0.007982343203972779	0	0.5592769883565297
Lachnospiraceae (OTU 113)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0010667647599779289	0	0.5592769883565297
Lachnospiraceae (OTU 117)	15	0.0477148802373512	Wilcoxon signed rank test with continuity correction	two.sided	2.942799337870149e-4	0	0.5592769883565297
Ruminococcaceae (OTU 118)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	7.72484826190914e-4	0	0.5592769883565297
Lachnospiraceae (OTU 119)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.5592769883565297
Lachnospiraceae (OTU 120)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.0030531543130402797	0	0.5592769883565297
Lachnospiraceae (OTU 122)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	0.001066764759977929	0	0.5592769883565297
Clostridiales (OTU 123)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	2.942799337870149e-4	0	0.5592769883565297
Lachnospiraceae (OTU 125)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.001029979768254552	0	0.5592769883565297
Lachnospiraceae (OTU 127)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	8.092698179142909e-4	0	0.5592769883565297
Clostridium (OTU 128)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	7.724848261909141e-4	0	0.5592769883565297
Acetatifactor (OTU 132)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.5592769883565297
Ruminococcaceae (OTU 133)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.0017656796027220895	0	0.5592769883565297
Lachnospiraceae (OTU 134)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	4.046349089571455e-4	0	0.5592769883565297
Lachnospiraceae (OTU 136)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844214e-4	0	0.5592769883565297
Clostridiales (OTU 138)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 139)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	8.092698179142909e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 140)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0055177487585065296	0	0.5592769883565297
Lachnospiraceae (OTU 141)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	5.14989884127276e-4	0	0.5592769883565297
Alistipes (OTU 144)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0019863895530623506	0	0.5592769883565297
Lachnospiraceae (OTU 151)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	7.356998344675372e-5	0.5592769883565297
Lachnospiraceae (OTU 153)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	0.5592769883565297
Enterorhabdus (OTU 156)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	6.989148427441604e-4	0	0.5592769883565297
Clostridiales (OTU 160)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.002648519404083134	0	0.5592769883565297
Alistipes (OTU 161)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.003457789221997425	0	0.5592769883565297
Lachnospiraceae (OTU 163)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	3.3106492551039174e-4	0	0.5592769883565297
Lachnospiraceae (OTU 165)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0013610446937649438	0	0.5592769883565297
Lachnospiraceae (OTU 169)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	9.564097848077984e-4	0	0.5592769883565297
Lachnospiraceae (OTU 176)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	0.5592769883565297
Lachnospiraceae (OTU 178)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.013426521979032555	0	0.5592769883565297
Lachnospiraceae (OTU 181)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	2.57494942063638e-4	0	0.5592769883565297
Firmicutes (OTU 184)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	6.253448592974067e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 191)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.03012690822144565	0	0.5592769883565297
Desulfovibrionaceae (OTU 192)	15	0.0625	Wilcoxon signed rank test	two.sided	0.0033474342468272945	0	0.5592769883565297
Lachnospiraceae (OTU 193)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0014346146772116976	0	0.5592769883565297
Lachnospiraceae (OTU 208)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0017656796027220895	0	0.5592769883565297
Clostridium (OTU 211)	6	0.14891467317876567	Wilcoxon signed rank test with continuity correction	two.sided	4.414199006805224e-4	1.103549751701306e-4	0.5592769883565297
Lachnospiraceae (OTU 220)	6	0.14891467317876567	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.5592769883565297
Lachnospiraceae (OTU 221)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 222)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0016921096192753357	0	0.5592769883565297
Lachnospiraceae (OTU 223)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	1.4713996689350744e-4	0	0.5592769883565297
Ruminococcaceae (OTU 225)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	5.885598675740298e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 228)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0060695236343571825	0	0.5592769883565297
Acetatifactor (OTU 237)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.5592769883565297
Bacteroidetes (OTU 238)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.007246643369505241	0	0.5592769883565297
Clostridiales (OTU 246)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.5592769883565297
Bacteroidales (OTU 255)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.006363803568144197	0	0.5592769883565297
Porphyromonadaceae (OTU 260)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.007136288394335112	0	0.5592769883565297
Porphyromonadaceae (OTU 261)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0036784991723376862	0	0.5592769883565297
Lachnospiraceae (OTU 274)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.002059959536509104	0	0.5592769883565297
Lachnospiraceae (OTU 278)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	0.0012506897185948134	0	0.5592769883565297
Acetatifactor (OTU 280)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	6.253448592974067e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 282)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.01114585249218319	0	0.5592769883565297
Ruminococcaceae (OTU 283)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	5.14989884127276e-4	0	0.5592769883565297
Alistipes (OTU 285)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.0011403347434246827	0	0.5592769883565297
Lachnospiraceae (OTU 287)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0011771197351480595	0	0.5592769883565297
Ruminococcaceae (OTU 288)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	6.621298510207836e-4	0	0.5592769883565297
Butyricicoccus (OTU 292)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	8.828398013610446e-4	0	0.5592769883565297
Bacteroidetes (OTU 295)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0051866838329961374	0	0.5592769883565297
Bacteria (OTU 298)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	4.7820489240389924e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 311)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.009233032922567592	0	0.5592769883565297
Porphyromonadaceae (OTU 312)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.005002758874379253	0	0.5592769883565297
Clostridiales (OTU 327)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.5592769883565297
Clostridiales (OTU 333)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	2.942799337870149e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 339)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0025749494206363803	0	0.5592769883565297
Lachnospiraceae (OTU 352)	6	0.14891467317876567	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.5592769883565297
Ruminococcaceae (OTU 354)	15	0.053336852829139844	Wilcoxon signed rank test with continuity correction	two.sided	2.57494942063638e-4	0	0.5592769883565297
Oscillibacter (OTU 361)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	4.414199006805223e-4	0	0.5592769883565297
Lachnospiraceae (OTU 369)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.5592769883565297
Bacteroidales (OTU 387)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.004340629023358469	0	0.5592769883565297
Lachnospiraceae (OTU 388)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.5592769883565297
Acetatifactor (OTU 391)	10	0.09467071984550877	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.5592769883565297
Odoribacter (OTU 393)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0033842192385506713	0	0.5592769883565297
Porphyromonadaceae (OTU 396)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.003089939304763656	0	0.5592769883565297
Firmicutes (OTU 398)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	2.942799337870149e-4	0	0.5592769883565297
Lachnospiraceae (OTU 402)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.5592769883565297
Desulfovibrionaceae (OTU 404)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0036049291888909326	0	0.5592769883565297
Lachnospiraceae (OTU 409)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	3.3106492551039174e-4	0	0.5592769883565297
Oscillibacter (OTU 413)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	3.3106492551039174e-4	0	0.5592769883565297
Lachnospiraceae (OTU 438)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0022806694868493654	0	0.5592769883565297
Oscillibacter (OTU 441)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.001029979768254552	0	0.5592769883565297
Ruminococcaceae (OTU 446)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 457)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.002354239470296119	0	0.5592769883565297
Lachnospiraceae (OTU 460)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	8.828398013610448e-4	0	0.5592769883565297
Bacteroides (OTU 462)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0019863895530623506	0	0.5592769883565297
Porphyromonadaceae (OTU 469)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0017656796027220893	0	0.5592769883565297
Clostridiales (OTU 473)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 474)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.001361044693764944	0	0.5592769883565297
Bacteroidales (OTU 482)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	0.001581754644105205	0	0.5592769883565297
Clostridiales (OTU 492)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	0.5592769883565297
Bacteroidales (OTU 496)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.001581754644105205	0	0.5592769883565297
Bacteroidales (OTU 503)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	0.0013978296854883208	0	0.5592769883565297
Bacteroidales (OTU 538)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	4.414199006805224e-4	0	0.5592769883565297
Bacteria (OTU 556)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	8.092698179142909e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 559)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	5.885598675740298e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 580)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	6.253448592974067e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 607)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	6.989148427441604e-4	0	0.5592769883565297
Odoribacter (OTU 621)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	4.782048924038992e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 724)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	4.0463490895714546e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 728)	6	0.1814492077214203	Wilcoxon signed rank test with continuity correction	two.sided	2.942799337870149e-4	0	0.5592769883565297
Bacteria (OTU 868)	6	0.14891467317876567	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.5592769883565297
Lachnospiraceae (OTU 869)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	1.4713996689350744e-4	0	0.5592769883565297
Porphyromonadaceae (OTU 896)	6	0.17356816655592155	Wilcoxon signed rank test with continuity correction	two.sided	1.4713996689350744e-4	0	0.5592769883565297
Lactobacillus (OTU 49)	2	0.1875	Wilcoxon signed rank test	two.sided	0.003568144197167556	0.024425234504322237	0.5742924528301887
Parabacteroides (OTU 5)	9	0.20124262095772402	Wilcoxon signed rank test with continuity correction	two.sided	0.03505609711237815	2.57494942063638e-4	0.6125322275400725
Lachnospiraceae (OTU 17)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0.0014346146772116976	0	0.692423260373769
Parabacteroides (OTU 24)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	9.931947765311753e-4	0	0.692423260373769
Lactobacillus (OTU 31)	3	0.27851702382957805	Wilcoxon signed rank test with continuity correction	two.sided	0.0026853043958065107	0.007209858377781865	0.692423260373769
Lachnospiraceae (OTU 33)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0.0016553246275519589	0	0.692423260373769
Lachnospiraceae (OTU 35)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.692423260373769
Lachnospiraceae (OTU 38)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.692423260373769
Clostridium (OTU 41)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0.0014713996689350746	0	0.692423260373769
Lachnospiraceae (OTU 56)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	2.57494942063638e-4	0	0.692423260373769
Lachnospiraceae (OTU 72)	3	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-5	0	0.692423260373769
Acetatifactor (OTU 103)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	4.414199006805223e-4	0	0.692423260373769
Lachnospiraceae (OTU 110)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.692423260373769
Lachnospiraceae (OTU 111)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	3.3106492551039174e-4	0	0.692423260373769
Lachnospiraceae (OTU 116)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.692423260373769
Lachnospiraceae (OTU 126)	3	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-5	0	0.692423260373769
Lachnospiraceae (OTU 142)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.692423260373769
Lachnospiraceae (OTU 143)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.692423260373769
Lachnospiraceae (OTU 145)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.692423260373769
Lachnospiraceae (OTU 146)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	4.7820489240389924e-4	0	0.692423260373769
Clostridiales (OTU 148)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.4713996689350744e-4	0	0.692423260373769
Ruminococcaceae (OTU 152)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0.001029979768254552	3.678499172337686e-5	0.692423260373769
Clostridium (OTU 154)	0	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	0	8.460548096376678e-4	0.692423260373769
Eisenbergiella (OTU 164)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.692423260373769
Lachnospiraceae (OTU 168)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	9.564097848077984e-4	0	0.692423260373769
Deltaproteobacteria (OTU 174)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.692423260373769
Lachnospiraceae (OTU 175)	3	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	2.207099503402612e-4	0	0.692423260373769
Lachnospiraceae (OTU 177)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.692423260373769
Lachnospiraceae (OTU 179)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	2.57494942063638e-4	0	0.692423260373769
Lachnospiraceae (OTU 197)	3	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-5	0	0.692423260373769
Lachnospiraceae (OTU 198)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	4.414199006805223e-4	0	0.692423260373769
Lachnospiraceae (OTU 200)	3	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	1.4713996689350744e-4	0	0.692423260373769
Lachnospiraceae (OTU 201)	3	0.34577858615116025	Wilcoxon signed rank test with continuity correction	two.sided	1.4713996689350744e-4	0	0.692423260373769
Lachnospiraceae (OTU 202)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	1.1035497517013058e-4	0	0.692423260373769
Lachnospiraceae (OTU 206)	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.692423260373769
