otu	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	Young-Schloss	Jackson-Schloss	Jackson-Young	Charles River-Schloss	Charles River-Young	Charles River-Jackson	Taconic-Schloss	Taconic-Young	Taconic-Jackson	Taconic-Charles River	Envigo-Schloss	Envigo-Young	Envigo-Jackson	Envigo-Charles River	Envigo-Taconic
Akkermansia (OTU 15)	Kruskal-Wallis rank sum test	0	0	0	0	0.019863895530623506	0	NA	NA	NA	NA	NA	NA	0.0019876188015565495	0.0019865897514636174	0.0033213651890804563	0.0019876188015565495	NA	NA	NA	NA	0.0019865897514636174
Proteus (OTU 16)	Kruskal-Wallis rank sum test	0	0	0	0	6.437373551590951e-4	0	NA	0.15342774259026287	0.14560677742835831	NA	NA	0.15342774259026287	0.02778890865387911	0.02778890865387911	0.36557256622307915	0.02778890865387911	NA	NA	0.15342774259026287	NA	0.02778890865387911
Lachnospiraceae (OTU 17)	Kruskal-Wallis rank sum test	0.0033106492551039177	0.0025749494206363803	0.01710502115137024	0.005701673717123414	0.025473606768438475	0	0.7949267762480308	0.1370851370851371	0.04905497531732526	0.48753162365565106	0.1709658592567211	0.1709658592567211	0.004995004995004995	0.004995004995004995	0.666000666000666	0.004995004995004995	0.13380373609044907	0.13904370383671896	0.021160538665595818	0.025303954877389713	0.004995004995004995
Lactobacillus (OTU 18)	Kruskal-Wallis rank sum test	0.013426521979032555	0.025657531727055365	0.030531543130402794	0	0.002850836858561707	0.0055177487585065296	0.20229770229770233	0.2847152847152847	0.666000666000666	0.027470554378156018	0.027470554378156018	0.027470554378156018	0.260013618273897	0.21114268820497237	0.2847152847152847	0.1847769730250152	0.2847152847152847	0.05244755244755245	0.15340814262539573	0.07259629117993086	0.8153345943552277
Mucispirillum (OTU 19)	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	0.0013794371896266324	0.035773404450983995	0.0016553246275519589	NA	0.06160766076964238	0.035466881775376845	0.007779604308277291	0.005460297918820893	0.06379473885460402	0.007420443525811118	0.005460297918820893	0.009933789947579413	0.007779604308277291	0.03182697945236956	0.01441964994537987	0.2662017895438016	1	0.05972134515746984
Alistipes (OTU 21)	Kruskal-Wallis rank sum test	0	0.038440316350928816	0	0	0	0	0.003577713842801789	NA	0.005978457340344821	NA	0.003577713842801789	NA	NA	0.003577713842801789	NA	NA	0.11310039630538028	0.003577713842801789	0.13566031832461298	0.11310039630538028	0.08563424908454584
Porphyromonadaceae (OTU 22)	Kruskal-Wallis rank sum test	0.10566488872540003	0.036141254368217766	0	0	0	0.009564097848077983	0.2876251060956409	0.0844336441166644	0.16167985139688829	0.0844336441166644	0.16167985139688829	0.5367794059063172	0.0844336441166644	0.16167985139688829	0.36658840837220313	0.928279039789728	0.16167985139688829	0.7713405569940498	0.16167985139688829	0.3466543958235878	0.1704889191230287
Enterococcus (OTU 23)	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	0	0	3.678499172337686e-4	0.5428689485293726	0.17843221428582143	0.21694842113589374	0.32950187933292213	0.5019075085983882	0.5837430541256429	0.5428689485293726	1	0.21694842113589374	0.5019075085983882	0.09318244984569962	0.09318244984569962	0.4636326309680738	0.24324691930830689	0.09318244984569962
Lachnospiraceae (OTU 25)	Kruskal-Wallis rank sum test	0	0	0	0	0.09977929004965974	7.356998344675372e-4	0.14687100145392684	0.14687100145392684	0.6140301420758867	NA	0.14687100145392684	0.14687100145392684	0.005697497320724227	0.005697497320724227	0.01594577380926465	0.005697497320724227	0.005697497320724227	0.0076002842996863934	0.14687100145392684	0.005697497320724227	0.14355441435814276
Parasutterella (OTU 26)	Kruskal-Wallis rank sum test	0	0	0.02299061982711054	6.437373551590951e-4	0	0	NA	0.004329004329004329	0.0025545682488698276	0.003572267284413042	0.0025545682488698276	0.004329004329004329	NA	NA	0.0025545682488698276	0.0025545682488698276	NA	NA	0.0031196595386267802	0.002617366389042625	NA
Lachnospiraceae (OTU 28)	Kruskal-Wallis rank sum test	0.0016553246275519589	0.0030347618171785913	0.0025749494206363803	0.0016553246275519589	0.005425786279198087	9.196247930844216e-4	0.09624546589924395	0.37999761030394796	0.37999761030394796	0.8095268319140044	0.0821694510692997	0.37999761030394796	0.0821694510692997	0.25764197454953747	0.11960565845105615	0.0821694510692997	0.11960565845105615	0.02570243531126324	0.0821694510692997	0.22629614064239698	0.06819877372493029
Porphyromonadaceae (OTU 30)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0055177487585065296	NA	NA	NA	NA	NA	NA	0.5270892568655381	0.5270892568655381	0.5270892568655381	0.5270892568655381	0.11950773348802517	0.11950773348802517	0.11950773348802517	0.11950773348802517	0.11950773348802517
Lactobacillus (OTU 31)	Kruskal-Wallis rank sum test	0.009012322972227331	0.00974802280669487	0	0	0	0.0016553246275519589	0.6982198193799275	0.009614694032354607	0.008258962553678263	0.008258962553678263	0.008258962553678263	0.5009941121792295	0.003640198612547262	0.003640198612547262	NA	0.36437499195558537	0.025558204822443018	0.04029764453207183	0.008258962553678263	0.010076646316235631	0.003640198612547262
Bacteroides (OTU 32)	Kruskal-Wallis rank sum test	0	0	0	0.018116608423763104	0	0	NA	NA	NA	0.0034730376376237906	0.0019501063995788902	0.005494110875631204	NA	NA	NA	0.0019501063995788902	NA	NA	NA	0.00242348739726169	NA
Lachnospiraceae (OTU 33)	Kruskal-Wallis rank sum test	0	0.0024829869413279383	0	0.0034026117344123597	0.009931947765311751	0	0.03533176283398255	0.4516380356577234	0.07059142648066166	0.03533176283398255	0.6484068890244659	0.07059142648066166	0.06175313034195358	0.4322693300198907	0.07059142648066166	0.5506044383949451	0.31738455379621616	0.12166340905019252	0.8311990329495608	0.07059142648066166	0.07059142648066166
Burkholderiales (OTU 34)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0075409233032922565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002583945311582054	0.001391567614424949	0.0042004626510642575	0.002583945311582054	0.001391567614424949
Lachnospiraceae (OTU 35)	Kruskal-Wallis rank sum test	0.0010115872723928637	6.437373551590951e-4	0	9.196247930844215e-5	0.002391024462019496	0	0.6783777911837442	0.11137661716186867	0.07885306592478063	0.23251172133816972	0.16324144314925876	0.164933590032343	0.45571334485422	0.5691263782376765	0.016379256151625964	0.016363799299014846	0.16324144314925876	0.11137661716186867	0.3561941814899173	0.6783777911837442	0.016363799299014846
Lachnospiraceae (OTU 36)	Kruskal-Wallis rank sum test	0	0	0	0.001103549751701306	0.0015633621482435166	0	0.468482132514324	0.956030483662475	0.4473027121546013	0.028858579109526505	0.011509950150841684	0.09368585084558842	0.13517899419704002	0.04791372292741344	0.20802079313483163	0.956030483662475	1	0.4766929174408612	0.956030483662475	0.023978245859509015	0.10751473340037156
Lachnospiraceae (OTU 38)	Kruskal-Wallis rank sum test	0	0.005793636196431856	1.839249586168843e-4	0.001103549751701306	0.0093801728894611	0	0.011925712809339297	0.09050669449918665	0.017665881416991276	0.028019785008623788	0.20628066776907233	0.20628066776907233	0.017665881416991276	0.7525377274994569	0.0836881890307418	0.2527106519043358	0.1495179085505353	0.011925712809339297	0.5785309680250691	0.09050669449918665	0.028019785008623788
Bacteroides (OTU 39)	Kruskal-Wallis rank sum test	0	0	0	0.018852308258230643	0	0	0.39885691474518903	0.4652088184521417	NA	0.008245232077586715	0.0035101915192420024	0.009889399576136167	0.39885691474518903	NA	NA	0.0035101915192420024	0.39885691474518903	NA	NA	0.004362277315071042	NA
Clostridium (OTU 41)	Kruskal-Wallis rank sum test	0.002391024462019496	9.196247930844216e-4	0.002391024462019496	2.758874379253265e-4	0	0	0.20842634972907728	1	0.20842634972907728	0.07654210630715938	0.7432454045145321	0.04049174002480276	0.00851522749623276	0.04049174002480276	0.00851522749623276	0.01650256244679676	0.07654210630715938	0.36320398045342617	0.08120190753742543	0.36320398045342617	0.20842634972907728
Clostridium (OTU 43)	Kruskal-Wallis rank sum test	0	0	5.51774875850653e-4	1.839249586168843e-4	0.0014713996689350744	0	NA	0.04206799838271352	0.026055103170586586	0.06544811135722385	0.04206799838271352	0.4909079815618111	0.026055103170586586	0.01964875193847779	0.48636648399586524	0.1037350522086196	0.13955004798049958	0.1037350522086196	0.22228780806128254	0.4922690297208079	0.1037350522086196
Lachnospiraceae (OTU 44)	Kruskal-Wallis rank sum test	0.0062534485929740665	0.002391024462019496	0	0.00211513702409417	0	0.0012874747103181902	0.041709127015718786	0.027470554378156018	0.027470554378156018	0.045880594831850065	0.8454409033178689	0.027470554378156018	0.04469000246622476	0.041709127015718786	0.20677913321186303	0.0513368875586429	0.041709127015718786	0.15715869842835514	0.0496178321100314	0.2107370230179916	0.20677913321186303
Lachnospiraceae (OTU 45)	Kruskal-Wallis rank sum test	0	0	0	0.0026669118999448228	0	0	0.4372499903467024	0.5920839507572713	NA	0.059103550881665086	0.046865571375623125	0.059103550881665086	0.7028789943253736	0.39655363620579775	0.4372499903467024	0.059103550881665086	0.6558618461685777	0.39655363620579775	0.4372499903467024	0.4372499903467024	0.7100026180084487
Bifidobacterium (OTU 46)	Kruskal-Wallis rank sum test	6.437373551590951e-4	0.005885598675740298	0	0	0	0	0.20385842457339767	0.07637253748242423	0.035423348251475216	0.2406705936876357	0.044707064535455865	0.4652088184521417	0.0365828654480226	0.015542297026886615	NA	0.3747857060114592	0.044389270113454456	0.015542297026886615	NA	0.38677034157109236	NA
Lachnospiraceae (OTU 47)	Kruskal-Wallis rank sum test	0	0.0013794371896266324	0.0073569983446753725	1.839249586168843e-4	0	0.0012874747103181902	0.04302984775614291	0.02917865507014165	0.17847638586545916	0.12189966609818156	0.17847638586545916	0.04302984775614291	0.5040925950629889	0.04302984775614291	0.02917865507014165	0.17847638586545916	0.04302984775614291	0.5589473740680952	0.11420326312077358	0.34627012284991376	0.04302984775614291
Lactobacillus (OTU 49)	Kruskal-Wallis rank sum test	0	0	0	0.0034026117344123597	0	0.0018392495861688431	NA	0.36131042852617873	0.32205795275131294	0.005556860220198065	0.0023401276794946684	0.01309538530873616	NA	NA	0.32205795275131294	0.0023401276794946684	0.004961174998237543	0.0023401276794946684	0.008483271226763065	0.34543073317620665	0.0023401276794946684
Clostridiales (OTU 51)	Kruskal-Wallis rank sum test	0.003954386610263013	0.004414199006805224	0.002391024462019496	2.758874379253265e-4	3.678499172337686e-4	0	0.7926569458277963	0.4233516134282828	0.4233516134282828	0.02271102700957215	0.04931898061613923	0.5965913957008081	0.02271102700957215	0.04464322735313838	0.4233516134282828	0.7926569458277963	0.02271102700957215	0.02271102700957215	0.1537687197178203	0.1537687197178203	0.19391983222695305
Alistipes (OTU 53)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0014713996689350744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.022733556751692544	0.018024562431724837	0.02977069926601884	0.022733556751692544	0.018024562431724837
Alistipes (OTU 57)	Kruskal-Wallis rank sum test	0	0	0	0	0	9.196247930844216e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05599355737270979	0.053324814978025395	0.06639318527112509	0.05599355737270979	0.053324814978025395
Betaproteobacteria (OTU 58)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0025749494206363803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00254352558960903	0.0013729550849788026	0.004129481276839131	0.00254352558960903	0.0013729550849788026
Bacteroidetes (OTU 59)	Kruskal-Wallis rank sum test	0	0	0	0.01563362148243517	0	0	NA	NA	NA	0.008335290330297097	0.0035101915192420024	0.012361749470170208	NA	NA	NA	0.0035101915192420024	0.4954507854063787	0.4494533221585263	0.49896229860376107	0.02369166764309333	0.4494533221585263
Ruminococcaceae (OTU 60)	Kruskal-Wallis rank sum test	0	0.002207099503402612	0	9.196247930844215e-5	0	0	0.12897868262093334	0.34687934016461336	0.04084692749795537	0.9288589606004443	0.10876544796447607	0.19621543913195777	0.19621543913195777	0.020240929812526558	NA	0.10876544796447607	0.5115459220450842	0.04084692749795537	0.5373440138809734	0.3594233693465804	0.4449133896114705
Bacteroides (OTU 64)	Kruskal-Wallis rank sum test	0	0	0	0.008828398013610447	0	0	NA	NA	NA	0.021648869067958057	0.01979771736786822	0.030396111881999185	0.5270892568655381	0.5270892568655381	0.5270892568655381	0.01979771736786822	NA	NA	NA	0.01979771736786822	0.5270892568655381
Butyricimonas (OTU 65)	Kruskal-Wallis rank sum test	0	0	0	0.01370240941695788	0	0	NA	NA	NA	0.0034730376376237906	0.0019501063995788902	0.005494110875631204	NA	NA	NA	0.0019501063995788902	NA	NA	NA	0.00242348739726169	NA
Lachnospiraceae (OTU 67)	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0.012322972227331249	0.002391024462019496	0.0019312120654772853	0	0.6739385336797772	0.08201163550459875	0.08201163550459875	0.6739385336797772	0.4517303736929875	0.17601120237447854	0.3241226990036649	0.12149358923631401	0.12149358923631401	0.6739385336797772	0.6739385336797772	1	0.08201163550459875	0.4517303736929875	0.08201163550459875
Porphyromonadaceae (OTU 71)	Kruskal-Wallis rank sum test	0	0	0.219422475629943	0	0	0	NA	0.10885004498159752	0.10885004498159752	NA	NA	0.10885004498159752	0.47048642205878966	0.47048642205878966	0.10885004498159752	0.47048642205878966	NA	NA	0.10885004498159752	NA	0.47048642205878966
Lachnospiraceae (OTU 73)	Kruskal-Wallis rank sum test	0	6.437373551590951e-4	1.839249586168843e-4	0.0013794371896266324	0.016553246275519587	0.0012874747103181902	0.036036880662874256	0.036036880662874256	0.5949995792477424	0.02043398843189554	0.1086656948387419	0.04043917766695462	0.02043398843189554	0.031230854025927797	0.036036880662874256	0.10512361694100812	0.07465807649694639	0.637039845517223	0.6015371352155168	0.5949995792477424	0.037004726614546596
Lachnospiraceae (OTU 78)	Kruskal-Wallis rank sum test	7.356998344675372e-4	0.0017472871068604009	0	3.678499172337686e-4	0.008828398013610447	1.839249586168843e-4	0.2450000734687978	0.037102742105533514	0.026179186068199085	0.5993626842601976	0.21428860969898697	0.11482627405478016	0.011808234008460884	0.013986013986013986	0.013986013986013986	0.011808234008460884	0.04735159328511136	0.025666798411960193	0.5993626842601976	0.17120200871780222	0.011808234008460884
Lachnospiraceae (OTU 79)	Kruskal-Wallis rank sum test	0	0	0	6.437373551590951e-4	0	1.839249586168843e-4	NA	NA	NA	0.05119319207965464	0.04799233348022286	0.05759337329764436	NA	NA	NA	0.04799233348022286	0.05759337329764436	0.04799233348022286	0.07469233343001572	0.8250375140800732	0.04799233348022286
Porphyromonadaceae (OTU 81)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.005885598675740298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05599355737270979	0.053324814978025395	0.06639318527112509	0.05599355737270979	0.053324814978025395
Lachnospiraceae (OTU 82)	Kruskal-Wallis rank sum test	0	0	0.004782048924038992	1.839249586168843e-4	0	0	NA	0.01167146202805666	0.006812181996986208	0.1097096994883634	0.06588032963426221	0.017778800908055073	NA	NA	0.006812181996986208	0.06588032963426221	0.4404006981390033	0.3813543339526889	0.01167146202805666	0.34100607370475633	0.3813543339526889
Lachnospiraceae (OTU 85)	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0	2.758874379253265e-4	0.004230274048188339	0	0.043838497255974496	NA	0.06112751602802656	0.02208517998970315	0.3684946201693112	0.02903425768680931	0.007420443525811118	0.0073334315815492355	0.010187077128775871	0.010187077128775871	0.4742776749189266	0.08204697464449809	0.49896229860376107	0.02903425768680931	0.0073334315815492355
Clostridia (OTU 86)	Kruskal-Wallis rank sum test	4.598123965422108e-4	4.598123965422107e-4	0.0016553246275519589	0	0.0016553246275519589	9.196247930844216e-4	0.6920202710765236	0.02390823907236537	0.055358019695106064	0.13257739279151087	0.0966537640482323	0.02390823907236537	0.011808234008460884	0.011808234008460884	0.635393491089101	0.011808234008460884	0.648157966181806	0.9065295699541427	0.3417164327532057	0.28021860136398774	0.13257739279151087
Porphyromonadaceae (OTU 88)	Kruskal-Wallis rank sum test	0.03255471767518852	0.021611182637483906	0	0	0	0	0.5904908530815027	0.10789879918530625	0.1532669682954502	0.1216153580523349	0.22936586141964968	0.5075005292205181	0.10789879918530625	0.10789879918530625	NA	0.41642856223495467	0.10789879918530625	0.10789879918530625	NA	0.4254473757282016	NA
Lachnospiraceae (OTU 90)	Kruskal-Wallis rank sum test	0	0	5.51774875850653e-4	0	0	0	NA	0.015024285136683403	0.013958090984242813	NA	NA	0.015024285136683403	NA	NA	0.013958090984242813	NA	NA	NA	0.015024285136683403	NA	NA
Lachnospiraceae (OTU 91)	Kruskal-Wallis rank sum test	2.758874379253265e-4	3.678499172337686e-4	0	0.0015633621482435166	0	0	0.766489703676823	0.33384098338415047	0.27736105751310886	0.33384098338415047	0.33384098338415047	0.05051960508715269	0.5206249648150044	0.33384098338415047	0.766489703676823	0.08322763025575766	0.16004723602919943	0.08322763025575766	0.3881180428965436	0.021811386575355207	0.33384098338415047
Anaeroplasma (OTU 92)	Kruskal-Wallis rank sum test	8.276623137759794e-4	7.356998344675372e-4	0.001103549751701306	0	0	0	1	0.5682719024070201	0.45097410348244404	0.014432579378638705	0.006197714245647404	0.020032380182244534	0.010042622437633528	0.004654044244410949	0.011245814683372896	NA	0.011245814683372896	0.004654044244410949	0.014432579378638705	NA	NA
Lachnospiraceae (OTU 93)	Kruskal-Wallis rank sum test	0.0017472871068604009	1.839249586168843e-4	0	0	0	0	0.23132921948081198	0.03801469025661745	0.22413966881082004	0.01399954862713861	0.06743020659052157	0.45984963630604564	0.01399954862713861	0.121820339254488	0.9073603667414974	0.5066776852940812	0.01399954862713861	0.05320749955755362	0.43469220804412884	NA	0.4931244198657414
Pseudoflavonifractor (OTU 95)	Kruskal-Wallis rank sum test	0	0	5.51774875850653e-4	0.0018392495861688431	0.001839249586168843	9.196247930844216e-4	0.5234753142133621	0.28214843611731505	0.7400847457876881	0.05401372600181134	0.06321331042453723	0.06321331042453723	0.06321331042453723	0.10603828972128962	0.19674338537119188	0.7958140661441786	0.10788597767136865	0.40766624462707507	0.5262784929015574	0.13329286430308995	0.48051936151238617
Lachnospiraceae (OTU 96)	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0	6.437373551590951e-4	0	0	0.19724882861932477	0.582122681704388	0.15683217202416183	0.17026150127326883	0.7445373238704822	0.15683217202416183	0.48583332260744716	0.0887590791261782	NA	0.0887590791261782	1	0.2973811852198319	0.582122681704388	0.2973811852198319	0.48940472857261746
Lachnospiraceae (OTU 97)	Kruskal-Wallis rank sum test	7.356998344675372e-4	9.196247930844215e-5	0	5.51774875850653e-4	0.0038624241309545707	0	0.252093630738859	0.0183648642695779	0.33185691395244826	0.33185691395244826	0.252093630738859	0.0183648642695779	0.011808234008460884	0.0183648642695779	0.014054351985100015	0.011808234008460884	0.12861551346614883	0.8504970540826294	0.35780295489999236	0.2579521289615698	0.011808234008460884
Lachnospiraceae (OTU 98)	Kruskal-Wallis rank sum test	0.0014713996689350744	0.002207099503402612	0	9.196247930844215e-5	0.003678499172337686	0	0.6495759338392217	0.020165569352299833	0.020165569352299833	0.06927919633512854	0.06927919633512854	0.15609326975112806	0.6088661953362583	0.6495759338392217	0.0630824527398245	0.12445772691682558	0.020165569352299833	0.020165569352299833	0.1785364881643899	0.6088661953362583	0.06927919633512854
Clostridium (OTU 99)	Kruskal-Wallis rank sum test	1.839249586168843e-4	0	0	1.839249586168843e-4	6.437373551590951e-4	0	0.15926864647755754	0.1097549800824586	0.39991462731513067	0.802952496196797	0.15926864647755754	0.1097549800824586	0.05682259971588048	0.014413996375563037	0.024568884227438945	0.15926864647755754	0.7539790220317815	0.4599943964916162	0.20349047748691945	0.5180690612694123	0.05682259971588048
Porphyromonadaceae (OTU 102)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12566710700597808	0.12566710700597808	0.13566031832461298	0.12566710700597808	0.12566710700597808
Acetatifactor (OTU 103)	Kruskal-Wallis rank sum test	0	0	0.0012874747103181902	1.839249586168843e-4	0	0	0.5066776852940812	0.07011333063785588	0.185821932748649	0.0940992914869283	0.22398619664559452	0.36065456967310966	NA	0.45490657227934833	0.07011333063785588	0.07011333063785588	0.3291395372701501	0.6196567030157886	0.22398619664559452	0.45490657227934833	0.24910383420798107
Lachnospiraceae (OTU 104)	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	9.196247930844215e-5	5.51774875850653e-4	NA	NA	NA	0.038486878343036546	0.038486878343036546	0.04364842896324968	0.0814982854831672	0.05416747788979941	0.09466840195020816	0.07872156256929591	0.04364842896324968	0.038486878343036546	0.05416747788979941	0.9425822927371925	0.08595994051887466
Lachnospiraceae (OTU 106)	Kruskal-Wallis rank sum test	0	0	0	6.437373551590951e-4	0	0	0.16196585873475616	NA	0.18531595763027192	0.08414757174500209	0.24008577332472966	0.09877948207421273	NA	0.1367682814389041	NA	0.08215137264356684	NA	0.14613253391451508	NA	0.08215137264356684	NA
Lachnospiraceae (OTU 107)	Kruskal-Wallis rank sum test	4.598123965422108e-4	0.0010115872723928637	0.0020231745447857274	7.356998344675372e-4	0.002207099503402612	1.839249586168843e-4	0.3220738928091424	0.040561428527005935	0.41387180335351764	0.6140944887762718	0.5483527843994973	0.3029666032767373	0.040561428527005935	0.40257244093914113	0.8230632737581215	0.263569994290913	0.42871045857245516	0.10417079215290914	0.040561428527005935	0.30963712545061384	0.040561428527005935
Lachnospiraceae (OTU 108)	Kruskal-Wallis rank sum test	0	0	0	0.0026669118999448228	0	0	NA	0.45984963630604564	0.37573427820986505	0.04974776113414655	0.046865571375623125	0.07744657800984507	0.37573427820986505	0.2974152271543483	0.920344325445942	0.04974776113414655	0.19935721140071372	0.13215159398876758	0.4767489586027124	0.07744657800984507	0.4767489586027124
Lachnospiraceae (OTU 109)	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	1.839249586168843e-4	NA	NA	NA	0.09515567569658752	0.0806307226167021	0.11706995231334605	NA	NA	NA	0.0806307226167021	0.0806307226167021	0.0806307226167021	0.09515567569658752	0.9400186660888742	0.0806307226167021
Lachnospiraceae (OTU 111)	Kruskal-Wallis rank sum test	0.0020231745447857274	2.758874379253265e-4	0	0	0	0	0.11802705282357016	0.019667707813420095	0.07681575772612008	0.016670580660594195	0.05779731993473277	NA	0.009360510717978674	0.030431684271832522	NA	NA	0.019667707813420095	0.23082513003361174	0.2612090664259394	0.23082513003361174	0.18979339749179508
Lachnospiraceae (OTU 113)	Kruskal-Wallis rank sum test	0.0017472871068604009	0.0013794371896266324	0	0	0	0	0.9110211724397935	0.019229388064709214	0.015287305741517567	0.11417899877939446	0.11417899877939446	0.26015950512346003	0.005460297918820893	0.005460297918820893	NA	0.1569723513055662	0.12712043811934215	0.12712043811934215	0.17265858695859834	0.9350911631487597	0.11417899877939446
Lachnospiraceae (OTU 114)	Kruskal-Wallis rank sum test	0	0	0	6.437373551590951e-4	0	0	NA	NA	NA	0.011831346423055257	0.00825128122339838	0.016591004392462465	NA	NA	NA	0.00825128122339838	NA	NA	NA	0.009229878783329003	NA
