original_id,run,plate,plate_location
J22_D5_E1,run_1,plate_3,F10
C12_D5_E1,run_1,plate_3,G10
J22_D5_E2,run_1,plate_3,H10
S12_Dn1_E2,run_1,plate_3,A11
T12_Dn1_E2,run_1,plate_3,B11
T12_Dn1_E1,run_1,plate_3,C11
Y11_D0_E2,run_1,plate_3,D11
E22_D0_E2,run_1,plate_3,E11
Y12_D5_E1,run_1,plate_3,F11
S11_D5_E1,run_1,plate_3,G11
Mock3,run_1,plate_3,H11
J12_Dn1_E2,run_1,plate_3,A12
J12_Dn1_E1,run_1,plate_3,B12
Y21_Dn1_E1,run_1,plate_3,C12
C11_D0_E2,run_1,plate_3,D12
T11_D0_E2,run_1,plate_3,E12
Y22_D5_E1,run_1,plate_3,F12
S12_D5_E1,run_1,plate_3,G12
Water3,run_1,plate_3,H12
J12_D5_E2,run_1,plate_4,A1
S21_D5_E2,run_1,plate_4,B1
J22_D9_E1,run_1,plate_4,C1
S11_D9_E1,run_1,plate_4,D1
S11_D9_E2,run_1,plate_4,E1
T11_D0_E1,run_1,plate_4,F1
E12_D0_E1,run_1,plate_4,G1
C22_D5_E2,run_1,plate_4,A2
Y21_D5_E2,run_1,plate_4,B2
J12_D9_E1,run_1,plate_4,C2
S21_D9_E1,run_1,plate_4,D2
C12_D9_E2,run_1,plate_4,E2
Y12_D0_E1,run_1,plate_4,F2
E21_D0_E1,run_1,plate_4,G2
E12_D5_E2,run_1,plate_4,A3
E22_D5_E2,run_1,plate_4,B3
C21_D9_E1,run_1,plate_4,C3
S22_D9_E1,run_1,plate_4,D3
Y21_D9_E2,run_1,plate_4,E3
J21_D0_E1,run_1,plate_4,F3
Y21_D0_E1,run_1,plate_4,G3
Y11_D5_E2,run_1,plate_4,A4
Y12_D9_E1,run_1,plate_4,B4
Y11_D9_E1,run_1,plate_4,C4
T11_D9_E2,run_1,plate_4,D4
S12_D9_E2,run_1,plate_4,E4
E11_D0_E1,run_1,plate_4,F4
S21_D0_E1,run_1,plate_4,G4
T22_D5_E2,run_1,plate_4,A5
Y13_D9_E1,run_1,plate_4,B5
E12_D9_E1,run_1,plate_4,C5
Y22_D9_E2,run_1,plate_4,D5
J11_D9_E2,run_1,plate_4,E5
C12_D0_E1,run_1,plate_4,F5
S22_D0_E1,run_1,plate_4,G5
Y12_D5_E2,run_1,plate_4,A6
E11_D9_E1,run_1,plate_4,B6
S12_D9_E1,run_1,plate_4,C6
Y12_D9_E2,run_1,plate_4,D6
J12_D9_E2,run_1,plate_4,E6
E22_D0_E1,run_1,plate_4,F6
C11_D0_E1,run_1,plate_4,G6
C11_D5_E2,run_1,plate_4,A7
C12_D9_E1,run_1,plate_4,B7
J11_D9_E1,run_1,plate_4,C7
E22_D9_E2,run_1,plate_4,D7
T12_D9_E2,run_1,plate_4,E7
J12_D0_E1,run_1,plate_4,F7
C22_D0_E1,run_1,plate_4,G7
Y22_D5_E2,run_1,plate_4,A8
Y21_D9_E1,run_1,plate_4,B8
E21_D9_E1,run_1,plate_4,C8
S21_D9_E2,run_1,plate_4,D8
T22_D9_E2,run_1,plate_4,E8
Y22_D0_E1,run_1,plate_4,F8
Y13_D0_E1,run_1,plate_4,G8
C21_D5_E2,run_1,plate_4,A9
J21_D9_E1,run_1,plate_4,B9
C11_D9_E1,run_1,plate_4,C9
C21_D9_E2,run_1,plate_4,D9
S22_D9_E2,run_1,plate_4,E9
J11_D0_E1,run_1,plate_4,F9
T21_D5_E2,run_1,plate_4,A10
C22_D9_E1,run_1,plate_4,B10
T12_D9_E1,run_1,plate_4,C10
C11_D9_E2,run_1,plate_4,D10
C22_D9_E2,run_1,plate_4,E10
S12_D0_E1,run_1,plate_4,F10
C12_D5_E2,run_1,plate_4,A11
T21_D9_E1,run_1,plate_4,B11
E22_D9_E1,run_1,plate_4,C11
Y11_D9_E2,run_1,plate_4,D11
E21_D9_E2,run_1,plate_4,E11
T21_D0_E1,run_1,plate_4,F11
Mock4,run_1,plate_4,H11
T11_D5_E2,run_1,plate_4,A12
Y22_D9_E1,run_1,plate_4,B12
T11_D9_E1,run_1,plate_4,C12
T21_D9_E2,run_1,plate_4,D12
E12_D9_E2,run_1,plate_4,E12
J22_D0_E1,run_1,plate_4,F12
Water4,run_1,plate_4,H12
J12_D1_E2,run_2,plate_1,A1
S22_D1_E2_No1,run_2,plate_1,B1
C11_D2_E2,run_2,plate_1,C1
C12_D2_E2,run_2,plate_1,D1
T11_D7_E2,run_2,plate_1,E1
Y21_D6_E2,run_2,plate_1,F1
J22_D6_E2,run_2,plate_1,G1
T21_D4_E2,run_2,plate_1,H1
T21_D1_E2,run_2,plate_1,A2
C21_D1_E2,run_2,plate_1,B2
Y11_D7_E2,run_2,plate_1,C2
T22_D7_E2,run_2,plate_1,D2
C22_D7_E2,run_2,plate_1,E2
E12_D6_E2,run_2,plate_1,F2
S12_D6_E2,run_2,plate_1,G2
J11_D4_E2,run_2,plate_1,H2
T22_D1_E2,run_2,plate_1,A3
E22_D1_E2,run_2,plate_1,B3
C22_D2_E2,run_2,plate_1,C3
T12_D7_E2,run_2,plate_1,D3
J12_D7_E2,run_2,plate_1,E3
E21_D6_E2,run_2,plate_1,F3
S11_D6_E2,run_2,plate_1,G3
C22_D4_E2,run_2,plate_1,H3
No_Sample,run_2,plate_1,A4
S22_D1_E2_No2,run_2,plate_1,B4
S21_D2_E2,run_2,plate_1,C4
S21_D7_E2,run_2,plate_1,D4
C12_D7_E2,run_2,plate_1,E4
Y22_E6_E2,run_2,plate_1,F4
S11_D4_E2,run_2,plate_1,G4
E21_D4_E2,run_2,plate_1,H4
S11_D1_E2,run_2,plate_1,A5
C12_D1_E2,run_2,plate_1,B5
Y21_D2_E2,run_2,plate_1,C5
C11_D7_E2,run_2,plate_1,D5
Y12_D7_E2,run_2,plate_1,E5
J11_D6_E2,run_2,plate_1,F5
C21_D4_E2,run_2,plate_1,G5
S22_D4_E2,run_2,plate_1,H5
S12_D1_E2,run_2,plate_1,A6
C22_D1_E2,run_2,plate_1,B6
Y22_D2_E2,run_2,plate_1,C6
E21_D7_E2,run_2,plate_1,D6
T21_D7_E2,run_2,plate_1,E6
T11_D6_E2,run_2,plate_1,F6
C12_D4_E2,run_2,plate_1,G6
J22_D4_E2,run_2,plate_1,H6
S21_D1_E2,run_2,plate_1,A7
Y11_D1_E2,run_2,plate_1,B7
C21_D2_E2,run_2,plate_1,C7
E12_D7_E2,run_2,plate_1,D7
S12_D7_E2,run_2,plate_1,E7
C22_D6_E2,run_2,plate_1,F7
T22_D4_E2,run_2,plate_1,G7
J12_D4_E2,run_2,plate_1,H7
C11_D1_E2,run_2,plate_1,A8
E21_D1_E2_No2,run_2,plate_1,B8
S22_D7_E2,run_2,plate_1,C8
E11_D2_E2,run_2,plate_1,D8
S11_D7_E2,run_2,plate_1,E8
C21_D6_E2,run_2,plate_1,F8
Y21_D4_E2,run_2,plate_1,G8
T12_D4_E2,run_2,plate_1,H8
E12_D1_E2,run_2,plate_1,A9
J11_D1_E2,run_2,plate_1,B9
S11_D2_E2,run_2,plate_1,C9
C21_D7_E2,run_2,plate_1,D9
E22_D6_E2,run_2,plate_1,E9
C12_D6_E2,run_2,plate_1,F9
Y11_D4_E2,run_2,plate_1,G9
E12_D4_E2,run_2,plate_1,H9
E11_D1_E2,run_2,plate_1,A10
Y21_D1_E2,run_2,plate_1,B10
T12_D2_E2,run_2,plate_1,C10
Y21_D7_E2,run_2,plate_1,D10
S22_D6_E2,run_2,plate_1,E10
C11_D6_E2,run_2,plate_1,F10
E22_D4_E2,run_2,plate_1,G10
T11_D4_E2,run_2,plate_1,H10
J22_D1_E2,run_2,plate_1,A11
T11_D1_E2,run_2,plate_1,B11
J11_D7_E2,run_2,plate_1,C11
J22_D7_E2,run_2,plate_1,D11
S21_D6_E2,run_2,plate_1,E11
Y12_D6_E2,run_2,plate_1,F11
Y12_D4_E2,run_2,plate_1,G11
Mock1,run_2,plate_1,H11
E21_D1_E2_No1,run_2,plate_1,A12
Y12_D1_E2,run_2,plate_1,B12
E22_D7_E2,run_2,plate_1,C12
Y22_D7_E2,run_2,plate_1,D12
Y11_D6_E2,run_2,plate_1,E12
J12_D6_E2,run_2,plate_1,F12
C11_D4_E2,run_2,plate_1,G12
Water1,run_2,plate_1,H12
Y22_D4_E2,run_2,plate_2,A1
Y22_D3_E2,run_2,plate_2,B1
Y11_D7_E1,run_2,plate_2,C1
J12_D9_E1,run_2,plate_2,D1
S11_D9_E1,run_2,plate_2,E1
C12_D9_E1,run_2,plate_2,F1
Y11_D3_E1,run_2,plate_2,G1
Y12_D3_E1,run_2,plate_2,H1
S21_D4_E2,run_2,plate_2,A2
S21_D3_E2,run_2,plate_2,B2
Y21_D7_E1,run_2,plate_2,C2
J22_D7_E1,run_2,plate_2,D2
E12_D7_E1,run_2,plate_2,E2
J22_D9_E1,run_2,plate_2,F2
J21_D3_E1,run_2,plate_2,G2
Y21_D3_E1,run_2,plate_2,H2
S12_D4_E2,run_2,plate_2,A3
C12_D3_E2,run_2,plate_2,B3
C11_D7_E1,run_2,plate_2,C3
T11_D7_E1,run_2,plate_2,D3
S21_D9_E1,run_2,plate_2,E3
J11_D9_E1,run_2,plate_2,F3
Y13_D3_E1,run_2,plate_2,G3
C21_D3_E1,run_2,plate_2,H3
S12_D3_E2,run_2,plate_2,A4
S11_D3_E2,run_2,plate_2,B4
C22_D7_E1,run_2,plate_2,C4
E22_D7_E1,run_2,plate_2,D4
C21_D9_E1,run_2,plate_2,E4
T11_D9_E1,run_2,plate_2,F4
E21_D3_E1,run_2,plate_2,G4
E22_D3_E1,run_2,plate_2,H4
S22D3E2_AND_T22D3E2,run_2,plate_2,A5
T11_D3_E2,run_2,plate_2,B5
Y13_D7_E1,run_2,plate_2,C5
C12_D7_E1,run_2,plate_2,D5
S22_D9_E1,run_2,plate_2,E5
E22_D9_E1,run_2,plate_2,F5
Y22_D3_E1,run_2,plate_2,G5
E11_D3_E1,run_2,plate_2,H5
E21_D3_E2,run_2,plate_2,A6
Y21_D3_E2,run_2,plate_2,B6
Y12_D7_E1,run_2,plate_2,C6
T12_D7_E1,run_2,plate_2,D6
E21_D9_E1,run_2,plate_2,E6
Y13_D9_E1,run_2,plate_2,F6
S21_D3_E1,run_2,plate_2,G6
C11_D3_E1,run_2,plate_2,H6
Y11_D3_E2,run_2,plate_2,A7
C11_D3_E2,run_2,plate_2,B7
S12_D7_E1,run_2,plate_2,C7
J11_D7_E1,run_2,plate_2,D7
T21_D9_E1,run_2,plate_2,E7
S12_D9_E1,run_2,plate_2,F7
T11_D3_E1,run_2,plate_2,G7
C11_D2_E1,run_2,plate_2,H7
Y12_D3_E2,run_2,plate_2,B8
E21_D7_E1,run_2,plate_2,C8
T12_D13_E1,run_2,plate_2,D8
J21_D9_E1,run_2,plate_2,E8
E12_D3_E1,run_2,plate_2,F8
T21_D3_E1,run_2,plate_2,G8
Y12_D2_E1,run_2,plate_2,H8
C21_D3_E2,run_2,plate_2,A9
E12_D3_E2,run_2,plate_2,B9
Y22_D7_E1,run_2,plate_2,C9
C11_D9_E1,run_2,plate_2,D9
Y12_D9_E1,run_2,plate_2,E9
C12_D3_E1,run_2,plate_2,F9
S12_D3_E1,run_2,plate_2,G9
J11_D2_E1,run_2,plate_2,H9
J11_D3_E2,run_2,plate_2,A10
C22_D3_E2,run_2,plate_2,B10
S21_D7_E1,run_2,plate_2,C10
T12_D9_E1,run_2,plate_2,D10
Y21_D9_E1,run_2,plate_2,E10
J12_D3_E1,run_2,plate_2,F10
T12_D3_E1,run_2,plate_2,G10
S11_D2_E1,run_2,plate_2,H10
T21_D3_E2,run_2,plate_2,A11
J22_D3_E2,run_2,plate_2,B11
T21_D7_E1,run_2,plate_2,C11
E12_D9_E1,run_2,plate_2,D11
C22_D9_E1,run_2,plate_2,E11
S11_D3_E1,run_2,plate_2,F11
C22_D3_E1,run_2,plate_2,G11
Mock2,run_2,plate_2,H11
E22_D3_E2,run_2,plate_2,A12
C21_D7_E1,run_2,plate_2,B12
E11_D7_E1,run_2,plate_2,C12
E11_D9_E1,run_2,plate_2,D12
Y22_D9_E1,run_2,plate_2,E12
S22_D3_E1,run_2,plate_2,F12
J22_D3_E1,run_2,plate_2,G12
Water2,run_2,plate_2,H12
E11_D2_E1,run_2,plate_3,A1
S22_D1_E1,run_2,plate_3,B1
E11_D1_E1,run_2,plate_3,C1
J22_D6_E1,run_2,plate_3,D1
S12_D6_E1,run_2,plate_3,E1
T12_D8_E1_No2,run_2,plate_3,F1
C11_D8_E1,run_2,plate_3,G1
Y22_D4_E1,run_2,plate_3,H1
E21_D2_E1,run_2,plate_3,A2
E21_D1_E1,run_2,plate_3,B2
C11_D1_E1,run_2,plate_3,C2
Y21_D6_E1,run_2,plate_3,D2
S22_D6_E1,run_2,plate_3,E2
T21_D8_E1,run_2,plate_3,F2
S11_D4_E1,run_2,plate_3,G2
Y21_D4_E1,run_2,plate_3,H2
Y13_D2_E1,run_2,plate_3,A3
Y13_D1_E1,run_2,plate_3,B3
C22_D1_E1,run_2,plate_3,C3
E22_D6_E1,run_2,plate_3,D3
C22_D6_E1,run_2,plate_3,E3
Y12_D8_E1,run_2,plate_3,F3
J11_D4_E1,run_2,plate_3,G3
C11_D4_E1,run_2,plate_3,H3
Y21_D2_E1,run_2,plate_3,A4
Y11_D1_E1,run_2,plate_3,B4
E22_D1_E1,run_2,plate_3,C4
J11_D6_E1,run_2,plate_3,D4
E11_D8_E1,run_2,plate_3,E4
S12_D8_E1,run_2,plate_3,F4
T12_D4_E1,run_2,plate_3,G4
C12_D4_E1,run_2,plate_3,H4
E22_D2_E1,run_2,plate_3,A5
S11_D1_E1,run_2,plate_3,B5
J22_D1_E1,run_2,plate_3,C5
Y12_D6_E1,run_2,plate_3,D5
J22_D8_E1,run_2,plate_3,E5
T11_D8_E1,run_2,plate_3,F5
S12_D4_E1,run_2,plate_3,G5
J22_D4_E1,run_2,plate_3,H5
Y11_D2_E1,run_2,plate_3,A6
S12_D1_E1,run_2,plate_3,B6
E11_D6_E1,run_2,plate_3,C6
Y13_D6_E1,run_2,plate_3,D6
E22_D8_E1,run_2,plate_3,E6
Y11_D8_E1,run_2,plate_3,F6
S22_D4_E1,run_2,plate_3,G6
E11_D4_E1,run_2,plate_3,H6
E12_D2_E1,run_2,plate_3,A7
C12_D1_E1,run_2,plate_3,B7
S11_D6_E1,run_2,plate_3,C7
E21_D6_E1,run_2,plate_3,D7
E12_D8_E1,run_2,plate_3,E7
S11_D8_E1,run_2,plate_3,F7
T21_D4_E1,run_2,plate_3,G7
Y13_D4_E1,run_2,plate_3,H7
Y12_D1_E1,run_2,plate_3,A8
T12_D1_E1,run_2,plate_3,B8
C12_D6_E1,run_2,plate_3,C8
Y11_D6_E1,run_2,plate_3,D8
J21_D8_E1,run_2,plate_3,E8
S21_D8_E1,run_2,plate_3,F8
S21_D4_E1,run_2,plate_3,G8
J21_D4_E1,run_2,plate_3,H8
C21_D1_E1,run_2,plate_3,A9
S21_D1_E1,run_2,plate_3,B9
J12_D6_E1,run_2,plate_3,C9
J21_D6_E1,run_2,plate_3,D9
Y13_D8_E1,run_2,plate_3,E9
E21_D8_E1,run_2,plate_3,F9
C21_D4_E1,run_2,plate_3,G9
E22_D4_E1,run_2,plate_3,H9
E12_D1_E1,run_2,plate_3,A10
Y21_D1_E1,run_2,plate_3,B10
T21_D6_E1,run_2,plate_3,C10
C11_D6_E1,run_2,plate_3,D10
Y21_D8_E1,run_2,plate_3,E10
J11_D8_E1,run_2,plate_3,F10
E21_D4_E1,run_2,plate_3,G10
T11_D1_E1,run_2,plate_3,A11
T21_D1_E1,run_2,plate_3,B11
T12_D6_E1,run_2,plate_3,C11
T11_D6_E1,run_2,plate_3,D11
T12_D8_E1_No1,run_2,plate_3,E11
J12_D8_E1,run_2,plate_3,F11
E12_D4_E1,run_2,plate_3,G11
Mock3,run_2,plate_3,H11
J21_D1_E1,run_2,plate_3,A12
Y22_D1_E1,run_2,plate_3,B12
E12_D6_E1,run_2,plate_3,C12
S21_D6_E1,run_2,plate_3,D12
C22_D8_E1,run_2,plate_3,E12
S22_D8_E1,run_2,plate_3,F12
Y11_D4_E1,run_2,plate_3,G12
Water3,run_2,plate_3,H12
