otu	statistic	p.value	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj	Young-Schloss	Jackson-Schloss	Charles River-Schloss	Taconic-Schloss	Envigo-Schloss	Jackson-Young	Charles River-Young	Taconic-Young	Envigo-Young	Charles River-Jackson	Taconic-Jackson	Envigo-Jackson	Taconic-Charles River	Envigo-Charles River	Envigo-Taconic	day
Lachnospiraceae (OTU 25)	30.378616906143506	1.2421748421626167e-5	Kruskal-Wallis rank sum test	0	0	0	0	0.09977929004965974	7.356998344675372e-4	4.771290369810187e-4	0.14687100145392684	0.14687100145392684	NA	0.005697497320724227	0.005697497320724227	0.6140301420758867	0.14687100145392684	0.005697497320724227	0.0076002842996863934	0.14687100145392684	0.01594577380926465	0.14687100145392684	0.005697497320724227	0.005697497320724227	0.14355441435814276	-1
Lachnospiraceae (OTU 85)	30.317836696497398	1.2769069172504856e-5	Kruskal-Wallis rank sum test	0	1.839249586168843e-4	0	2.758874379253265e-4	0.004230274048188339	0	4.771290369810187e-4	0.043838497255974496	NA	0.02208517998970315	0.007420443525811118	0.4742776749189266	0.06112751602802656	0.3684946201693112	0.0073334315815492355	0.08204697464449809	0.02903425768680931	0.010187077128775871	0.49896229860376107	0.010187077128775871	0.02903425768680931	0.0073334315815492355	-1
Lachnospiraceae (OTU 90)	30.22837370242212	1.3297910729682795e-5	Kruskal-Wallis rank sum test	0	0	5.51774875850653e-4	0	0	0	4.771290369810187e-4	NA	0.015024285136683403	NA	NA	NA	0.013958090984242813	NA	NA	NA	0.015024285136683403	0.013958090984242813	0.015024285136683403	NA	NA	NA	-1
Alistipes (OTU 161)	29.971284879948104	1.4941765840236152e-5	Kruskal-Wallis rank sum test	0	0	0	0.0017472871068604009	0	1.839249586168843e-4	5.154909214881472e-4	NA	NA	0.008173595372758215	NA	0.05759337329764436	NA	0.0034529850452525053	NA	0.03199488898681524	0.0120993416113799	NA	0.07469233343001572	0.0034529850452525053	0.09807508393321024	0.03199488898681524	-1
Mucispirillum (OTU 19)	29.661819991154367	1.719005260786992e-5	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-4	0.0013794371896266324	0.035773404450983995	0.0016553246275519589	5.710917477503451e-4	NA	0.06160766076964238	0.007779604308277291	0.007420443525811118	0.03182697945236956	0.035466881775376845	0.005460297918820893	0.005460297918820893	0.01441964994537987	0.06379473885460402	0.009933789947579413	0.2662017895438016	0.007779604308277291	1	0.05972134515746984	-1
Bacteroides (OTU 2)	29.055105115373486	2.261748145374099e-5	Kruskal-Wallis rank sum test	0	0	0.23156152289865733	0.03871620378885415	0	0	6.564733929674192e-4	1	0.010301457891808507	0.009000991395137695	0.781490930140476	0.9770719872254653	0.009000991395137695	0.009000991395137695	0.6080708346884135	0.781490930140476	0.013282355040202982	0.009000991395137695	0.009000991395137695	0.009000991395137695	0.009000991395137695	1	-1
Anaeroplasma (OTU 92)	29.048264815029558	2.268748626754738e-5	Kruskal-Wallis rank sum test	8.276623137759794e-4	7.356998344675372e-4	0.001103549751701306	0	0	0	6.564733929674192e-4	1	0.5682719024070201	0.014432579378638705	0.010042622437633528	0.011245814683372896	0.45097410348244404	0.006197714245647404	0.004654044244410949	0.004654044244410949	0.020032380182244534	0.011245814683372896	0.014432579378638705	NA	NA	NA	-1
Lachnospiraceae (OTU 130)	29.1042349019354	2.2120938876113232e-5	Kruskal-Wallis rank sum test	0	0	1.839249586168843e-4	2.758874379253265e-4	6.437373551590951e-4	0	6.564733929674192e-4	NA	0.026940044413583285	0.02208517998970315	0.0072306666199219724	0.4425681349020092	0.014563315867472254	0.011551793712757732	0.0056113530574040645	0.4425681349020092	0.4425681349020092	0.10366835026173038	0.05167916260762042	0.4425681349020092	0.026940044413583285	0.0072306666199219724	-1
Clostridiales (OTU 148)	29.178438573183218	2.1391418534405954e-5	Kruskal-Wallis rank sum test	0	0	0	0.0027588743792532648	0	0	6.564733929674192e-4	NA	0.3941568311194677	0.009741781611757558	NA	0.31738455379621616	0.32205795275131294	0.004680255358989337	NA	0.24402008248945084	0.0279455899991056	0.32205795275131294	1	0.004680255358989337	0.009741781611757558	0.24402008248945084	-1
Turicibacter (OTU 14)	28.880638360462832	2.4471835344351054e-5	Kruskal-Wallis rank sum test	0.01535773404450984	0.04230274048188339	0.04138311568879897	4.598123965422108e-4	0	0	6.734371606666215e-4	0.2913889541452408	0.06493506493506494	0.01443001443001443	0.00961297846450994	0.00961297846450994	0.8832986996281034	0.04176038559117169	0.01054295126566209	0.00961297846450994	0.01054295126566209	0.009827553690975578	0.00961297846450994	0.06493506493506494	0.01054295126566209	0.1124096414727039	-1
Lachnospiraceae (OTU 82)	28.837039079537753	2.4958327734987573e-5	Kruskal-Wallis rank sum test	0	0	0.004782048924038992	1.839249586168843e-4	0	0	6.734371606666215e-4	NA	0.01167146202805666	0.1097096994883634	NA	0.4404006981390033	0.006812181996986208	0.06588032963426221	NA	0.3813543339526889	0.017778800908055073	0.006812181996986208	0.01167146202805666	0.06588032963426221	0.34100607370475633	0.3813543339526889	-1
Lachnospiraceae (OTU 182)	28.78721421471171	2.552604622370695e-5	Kruskal-Wallis rank sum test	0	4.598123965422107e-4	0	0	0.0015633621482435166	0	6.734371606666215e-4	0.02446651219190887	NA	0.44144374028431205	0.009418061632470377	NA	0.03569020716958054	0.0935943446066481	0.16553743581768393	0.017696227327834473	0.4652088184521417	0.01310340492130077	NA	0.013449559362639767	0.4254473757282016	0.009418061632470377	-1
Lachnospiraceae (OTU 206)	28.135769895453706	3.424048121858711e-5	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0.0017472871068604009	0	8.775346186592183e-4	NA	0.38910353841280787	0.02208517998970315	0.010987738571215438	0.2774508409653725	0.3131118985082209	0.013101768515632837	0.005674949187858198	0.2214256304070943	0.054543182261669404	0.013101768515632837	0.6698688319406407	0.2774508409653725	0.14284886804841634	0.013101768515632837	-1
Clostridium (OTU 331)	27.536703087701586	4.4830505744195616e-5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	6.437373551590951e-4	0	0.0011170267681262075	NA	0.42152883328054186	0.14627959931781787	0.010447678015205766	0.4742776749189266	0.42152883328054186	0.08967044866885691	0.0055482649621278425	0.42152883328054186	0.42152883328054186	0.01963905859650858	1	0.029064166419310006	0.42152883328054186	0.010447678015205766	-1
Lachnospiraceae (OTU 167)	27.468469567574925	4.622607920992179e-5	Kruskal-Wallis rank sum test	0.0016553246275519589	4.598123965422108e-4	0	0	0	0	0.0011206700824675634	0.03671287673853541	0.023575815707337924	0.017101222086846522	0.010178647068499096	0.010178647068499096	0.14652914261452124	0.10977457617624395	0.035503631650471275	0.038005356826824016	1	0.36437499195558537	0.36437499195558537	0.36437499195558537	0.3818117474483861	NA	-1
Acetatifactor (OTU 237)	27.38185654008436	4.805976118450027e-5	Kruskal-Wallis rank sum test	0	0	0	0.001195512231009748	0	3.678499172337686e-4	0.0011344633100657038	NA	NA	0.017037138849199572	NA	0.023117703105485138	NA	0.014852306202117086	NA	0.016057361745472253	0.023117703105485138	NA	0.03309289390581508	0.014852306202117086	0.11256702389221163	0.016057361745472253	-1
Bacteroides (OTU 12)	27.150146222583235	5.33274461123121e-5	Kruskal-Wallis rank sum test	0	0	0	0.18438477101342654	0	0	0.0012164371740749525	0.5988009008020959	0.5620384443740558	0.009724505385346614	0.485189876051178	NA	0.8780526400748606	0.007325159047476959	0.6852643627133606	0.5917493038388896	0.01886065256587034	0.920344325445942	0.5433652600551611	0.007325159047476959	0.007325159047476959	0.47225737060357065	-1
Bacteroides (OTU 64)	27.09287667071688	5.471526777798945e-5	Kruskal-Wallis rank sum test	0	0	0	0.008828398013610447	0	0	0.0012164371740749525	NA	NA	0.021648869067958057	0.5270892568655381	NA	NA	0.01979771736786822	0.5270892568655381	NA	0.030396111881999185	0.5270892568655381	NA	0.01979771736786822	0.01979771736786822	0.5270892568655381	-1
Lachnospiraceae (OTU 78)	27.05708191126281	5.560080728770686e-5	Kruskal-Wallis rank sum test	7.356998344675372e-4	0.0017472871068604009	0	3.678499172337686e-4	0.008828398013610447	1.839249586168843e-4	0.0012164371740749525	0.2450000734687978	0.037102742105533514	0.5993626842601976	0.011808234008460884	0.04735159328511136	0.026179186068199085	0.21428860969898697	0.013986013986013986	0.025666798411960193	0.11482627405478016	0.013986013986013986	0.5993626842601976	0.011808234008460884	0.17120200871780222	0.011808234008460884	-1
Lachnospiraceae (OTU 204)	26.552152480752785	6.971593672851e-5	Kruskal-Wallis rank sum test	0	5.51774875850653e-4	0	0	7.356998344675372e-4	0	0.0014889332201303209	0.034253117068672415	NA	0.582122681704388	0.008521404504269593	0.582122681704388	0.048578337536373514	0.05554794242536525	0.6435887751437613	0.05554794242536525	0.582122681704388	0.010995413813662171	0.582122681704388	0.008521404504269593	1	0.008521404504269593	-1
Coriobacteriaceae (OTU 293)	26.394966557079698	7.479574684605666e-5	Kruskal-Wallis rank sum test	1.839249586168843e-4	5.51774875850653e-4	0	0	3.678499172337686e-4	0	0.0015602740679282051	0.2016749045910872	0.13874957311211383	0.1110149549793521	0.224189218476314	0.09145556344525682	0.0175058260705523	0.011181544473372142	0.7045523709928059	0.008523522493519935	NA	0.008523522493519935	NA	0.008248542976284206	NA	0.008248542976284206	-1
Alistipes (OTU 53)	26.11607142857137	8.472736705062932e-5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0014713996689350744	0.0016888988498758777	NA	NA	NA	NA	0.022733556751692544	NA	NA	NA	0.018024562431724837	NA	NA	0.02977069926601884	NA	0.022733556751692544	0.018024562431724837	-1
Desulfovibrionaceae (OTU 192)	26.11607142857137	8.472736705062932e-5	Kruskal-Wallis rank sum test	0	0	0	0	0	0.0020231745447857274	0.0016888988498758777	NA	NA	NA	NA	0.022733556751692544	NA	NA	NA	0.018024562431724837	NA	NA	0.02977069926601884	NA	0.022733556751692544	0.018024562431724837	-1
Clostridium_sensu (OTU 291)	25.88823781009414	9.380152126011929e-5	Kruskal-Wallis rank sum test	0	0	0	0.0038624241309545707	0	0	0.001829129664572326	NA	0.13638021563578923	0.021648869067958057	NA	NA	0.1176899606096819	0.015063933656450292	NA	NA	0.1176899606096819	0.1176899606096819	0.1176899606096819	0.015063933656450292	0.016868722025059346	NA	-1
Lachnospiraceae (OTU 17)	25.694390885188433	1.022752858076653e-4	Kruskal-Wallis rank sum test	0.0033106492551039177	0.0025749494206363803	0.01710502115137024	0.005701673717123414	0.025473606768438475	0	0.0019519347099888461	0.7949267762480308	0.1370851370851371	0.48753162365565106	0.004995004995004995	0.13380373609044907	0.04905497531732526	0.1709658592567211	0.004995004995004995	0.13904370383671896	0.1709658592567211	0.666000666000666	0.021160538665595818	0.004995004995004995	0.025303954877389713	0.004995004995004995	-1
Lachnospiraceae (OTU 111)	25.47682926829267	1.1269090278798207e-4	Kruskal-Wallis rank sum test	0.0020231745447857274	2.758874379253265e-4	0	0	0	0	0.002105911245850415	0.11802705282357016	0.019667707813420095	0.016670580660594195	0.009360510717978674	0.019667707813420095	0.07681575772612008	0.05779731993473277	0.030431684271832522	0.23082513003361174	NA	NA	0.2612090664259394	NA	0.23082513003361174	0.18979339749179508	-1
Bifidobacterium (OTU 46)	24.64440301170426	1.631773577487892e-4	Kruskal-Wallis rank sum test	6.437373551590951e-4	0.005885598675740298	0	0	0	0	0.0022268217880527926	0.20385842457339767	0.07637253748242423	0.2406705936876357	0.0365828654480226	0.044389270113454456	0.035423348251475216	0.044707064535455865	0.015542297026886615	0.015542297026886615	0.4652088184521417	NA	NA	0.3747857060114592	0.38677034157109236	NA	-1
Lachnospiraceae (OTU 121)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	7.356998344675372e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Rhodospirillaceae (OTU 150)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	5.51774875850653e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Lachnospiraceae (OTU 153)	24.57154523992536	1.685395586232446e-4	Kruskal-Wallis rank sum test	0	0	0	0.00469008644473055	0	0	0.0022268217880527926	NA	NA	0.02886515875727741	NA	0.11310039630538028	NA	0.015063933656450292	NA	0.07340078492961073	0.037995139852498985	NA	0.13566031832461298	0.015063933656450292	0.07340078492961073	0.07340078492961073	-1
Lachnospiraceae (OTU 203)	25.019228022793776	1.3814770424963276e-4	Kruskal-Wallis rank sum test	0	2.758874379253265e-4	5.51774875850653e-4	2.758874379253265e-4	0.0018392495861688431	0	0.0022268217880527926	0.14058991755123362	0.024297939275838967	0.26171312732505725	0.014481314423132136	0.601266088777897	0.1254439388501759	0.8426478514016834	0.014481314423132136	0.06804535571835939	0.14131247357040363	0.08680405501467062	0.014481314423132136	0.04081203153698736	0.12743813311513458	0.014481314423132136	-1
Clostridiales (OTU 219)	24.479058497750056	1.7559814320439665e-4	Kruskal-Wallis rank sum test	0	0	0	0.008184660658451352	0	0	0.0022268217880527926	NA	NA	0.03506148822708421	NA	NA	NA	0.030114120354451625	NA	NA	0.043901992032983436	NA	NA	0.030114120354451625	0.030426434312432166	NA	-1
Lachnospiraceae (OTU 257)	24.479058497750056	1.7559814320439665e-4	Kruskal-Wallis rank sum test	0	0	0	0.0010115872723928637	0	0	0.0022268217880527926	NA	NA	0.03506148822708421	NA	NA	NA	0.030114120354451625	NA	NA	0.043901992032983436	NA	NA	0.030114120354451625	0.030426434312432166	NA	-1
Bacteria (OTU 319)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Lachnospiraceae (OTU 332)	25.046083080424886	1.365078483198492e-4	Kruskal-Wallis rank sum test	0	0	0	6.437373551590951e-4	0	0	0.0022268217880527926	NA	NA	0.01634719074551643	0.2135175721782695	0.25390764303697294	NA	0.009207960120673347	0.15289585966083788	0.2135175721782695	0.01896968710094227	0.22105359943341232	0.28495534519193383	0.02814450551124408	0.01896968710094227	0.6785561298651183	-1
Firmicutes (OTU 346)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Bacteroides (OTU 350)	24.479058497750056	1.7559814320439665e-4	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.0022268217880527926	NA	NA	0.03506148822708421	NA	NA	NA	0.030114120354451625	NA	NA	0.043901992032983436	NA	NA	0.030114120354451625	0.030426434312432166	NA	-1
Lachnospiraceae (OTU 353)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	5.51774875850653e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Bacteria (OTU 357)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Clostridium (OTU 371)	24.50450450450447	1.7362745253207627e-4	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.0022268217880527926	NA	NA	0.03360688981676011	NA	NA	NA	0.029012063698761907	NA	NA	0.04196889079388252	NA	NA	0.029012063698761907	0.02924080396021691	NA	-1
Bacteria (OTU 390)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	0.0026669118999448228	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Firmicutes (OTU 394)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Firmicutes (OTU 412)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Bacteria (OTU 416)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Ruminococcaceae (OTU 430)	24.470588235294088	1.7625902670206052e-4	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.0022268217880527926	NA	NA	0.0355508278330935	NA	NA	NA	0.030485721206685495	NA	NA	0.04455064686474747	NA	NA	0.030485721206685495	0.030825882023232262	NA	-1
Ruminococcaceae (OTU 436)	24.48753462603875	1.7493925592773404e-4	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.0022268217880527926	NA	NA	0.034574365182966554	NA	NA	NA	0.02974463770909243	NA	NA	0.043255443645323056	NA	NA	0.02974463770909243	0.030029094519782012	NA	-1
Lachnospiraceae (OTU 449)	24.479058497750056	1.7559814320439665e-4	Kruskal-Wallis rank sum test	0	0	0	0.0010115872723928637	0	0	0.0022268217880527926	NA	NA	0.03506148822708421	NA	NA	NA	0.030114120354451625	NA	NA	0.043901992032983436	NA	NA	0.030114120354451625	0.030426434312432166	NA	-1
Lachnospiraceae (OTU 521)	24.479058497750056	1.7559814320439665e-4	Kruskal-Wallis rank sum test	0	0	0	2.758874379253265e-4	0	0	0.0022268217880527926	NA	NA	0.03506148822708421	NA	NA	NA	0.030114120354451625	NA	NA	0.043901992032983436	NA	NA	0.030114120354451625	0.030426434312432166	NA	-1
Bacteria (OTU 536)	24.50450450450447	1.7362745253207627e-4	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.0022268217880527926	NA	NA	0.03360688981676011	NA	NA	NA	0.029012063698761907	NA	NA	0.04196889079388252	NA	NA	0.029012063698761907	0.02924080396021691	NA	-1
Lachnospiraceae (OTU 362)	24.396853414022814	1.8211702808848616e-4	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0	0	0.0022688746416023903	NA	NA	0.02839523141533262	NA	0.23803841534716214	NA	0.014852306202117086	NA	0.18301506186708813	0.03732975988304055	NA	0.2612090664259394	0.014852306202117086	0.07537559960521414	0.18301506186708813	-1
Lachnospiraceae (OTU 223)	24.206551059730245	1.9814079546944788e-4	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-4	0	0	0.0024346889525492434	NA	NA	0.027008398572260013	NA	0.11213843141290147	NA	0.014228080777882521	NA	0.0849545961356363	0.0353634106712226	NA	0.1344809801438151	0.014228080777882521	0.09230440879138335	0.0849545961356363	-1
